uid,entity_type,channel,facility_id,site_number,application_id,tx_type,erp_watts,antenna_id,antenna_rotation_degrees,rcamsl_meters,rcagl_meters,haat_meters,location_type,latitude,longitude,azimuth,circle_radius_meters,keyhole_radius_meters,geometry,parent_callsign,parent_facility_id,parent_latitude,parent_longitude,data_source
WPVA638,BAS,47,0,2,2417465,TS,0.000,0,0.0,0.0,8.0,0.0,KEYHOLE,42.068056,-112.208056,-16.5,8000,12388,,WPVA638,2417465,42.175000,-112.250556,ULS
WPJF512,BAS,32,0,2,1037621,TS,0.000,0,0.0,0.0,32.6,0.0,KEYHOLE,64.921778,-147.717694,176.9,8000,12313,,WPJF512,1037621,64.811500,-147.703528,ULS
WLQ930,BAS,27,0,2,997412,TS,0.000,0,0.0,0.0,61.0,0.0,KEYHOLE,42.830611,-78.798083,-140.9,8000,17476,,WLQ930,997412,42.708389,-78.932528,ULS
WPND336,BAS,31,0,2,1040293,TS,0.000,0,0.0,0.0,61.0,0.0,KEYHOLE,43.170278,-77.672889,16.2,8000,3992,,WPND336,1040293,43.204778,-77.659167,ULS
WQMZ442,BAS,31,0,2,3246089,TS,0.000,0,0.0,0.0,61.0,0.0,KEYHOLE,43.170278,-77.672889,16.2,8000,3992,,WQMZ442,3246089,43.204778,-77.659167,ULS
WPRX951,BAS,29,0,2,1949806,TS,0.000,0,0.0,0.0,15.0,0.0,KEYHOLE,42.785556,-73.629167,38.3,8000,25024,,WPRX951,1949806,42.962222,-73.439167,ULS
WPSG762,BAS,29,0,2,1961131,TS,0.000,0,0.0,0.0,15.0,0.0,KEYHOLE,42.785556,-73.629167,38.3,8000,25024,,WPSG762,1961131,42.962222,-73.439167,ULS
WPUH227,BAS,42,0,2,2387577,TS,0.000,0,0.0,0.0,18.3,0.0,KEYHOLE,43.289194,-73.743528,74.9,8000,8379,,WPUH227,2387577,43.308833,-73.643833,ULS
WPNJ940,BAS,30,0,2,1044657,TS,0.000,0,0.0,0.0,2.4,0.0,KEYHOLE,33.866111,-116.435556,-116.8,8000,10515,,WPNJ940,1044657,33.823333,-116.536944,ULS
WQOK234,BAS,15,0,2,3326780,TS,0.000,0,0.0,0.0,6.1,0.0,KEYHOLE,33.008889,-116.971944,-54.8,8000,20474,,WQOK234,3326780,33.115278,-117.151111,ULS
WQKM238,BAS,47,0,2,3117441,TS,0.000,0,0.0,0.0,63.4,0.0,KEYHOLE,29.607000,-90.695167,-114.1,8000,2577,,WQKM238,3117441,29.597500,-90.719444,ULS
