channel,service,country,state,city,lat,lon,fac_callsign,arn,app_id,haat,da,erp,facility_id,rcamsl,ref az,ant_id
13,DT,US,RI,PROVIDENCE,415236,711657,WPRI-TV,BLCDT20110705ABQ,1434332,305,ND,30,47404,334.3,,
21,DT,US,RI,PROVIDENCE,415154,711715,WSBE-TV,BLEDT20050307ACR,1061731,268,DA,50,56092,296,0,65226
50,DC,US,RI,PROVIDENCE,415154,711715,WRIW-CD,BLDTA20120730AAD,1509072,0,DA,15,70184,250,260,20735
51,DT,US,RI,PROVIDENCE,415154,711715,WJAR,BLCDT20090811ABO,1323817,306,DA,1000,50780,334.6,0,87351
33,DT,US,SC,ALLENDALE,331115,812350,WEBA-TV,BLEDT20050915AAY,1071045,241.3,DA,427,61003,305.3,0,67765
14,DT,US,SC,ANDERSON,343851,821613,WMYA-TV,BLCDT20080714AFN,1228590,286.6,DA,360,56548,528.6,0,84009
44,DT,US,SC,BEAUFORT,324242,804054,WJWJ-TV,BLEDT20060221AEJ,1115404,364.5,DA,440,61007,370.6,0,70516
7,DT,US,SC,CHARLESTON,325528,794158,WITV,BLEDT20090304ABI,1297460,561.9,DA,20,61005,564.9,0,86993
18,DC,US,SC,CHARLESTON,330124,800723,WLCN-CD,BLDTA20090616AAY,1316355,0,DA,15,55203,97.2,0,92000
24,DT,US,SC,CHARLESTON,325624,794145,WTAT-TV,BLCDT20090612AHS,1318606,583.3,DA,1000,416,585.4,0,87682
34,DT,US,SC,CHARLESTON,325528,794158,WCIV,BLCDT20060630ADJ,1135689,522,DA,630,21536,525,0,43263
36,DT,US,SC,CHARLESTON,325624,794145,WMMP,BLCDT20090622ABW,1316315,583.3,DA,1000,9015,585.4,0,90760
47,DT,US,SC,CHARLESTON,325528,794158,WCSC-TV,BLCDT20030501ABA,659559,521,DA,1000,71297,525,0,45846
50,DT,US,SC,CHARLESTON,325624,794145,WCBD-TV,BLCDT20060714AAN,1139878,581,DA,1000,10587,585,0,66300
8,DT,US,SC,COLUMBIA,340658,804551,WOLO-TV,BLCDT20100614AIP,1374837,529,ND,43.7,60963,613,,
10,DT,US,SC,COLUMBIA,340729,804523,WIS,BLCDT20090624ABZ,1318959,481,ND,57,13990,561,,
17,DT,US,SC,COLUMBIA,340549,804551,WLTX,BLCDT20050701AAC,1070340,499.8,DA,1000,37176,582.5,0,43474
32,DT,US,SC,COLUMBIA,340706,805613,WRLK-TV,BLEDT20090622ADI,1312476,315.5,ND,250,61013,417.1,,
47,DT,US,SC,COLUMBIA,340238,805951,WZRB,BLCDT20110511AFZ,1319475,192,DA,240,136750,273.8,0,87817
48,DT,US,SC,COLUMBIA,340658,804551,WACH,BLCDT20021204ABB,618270,464,DA,520,19199,546.5,0,43955
9,DT,US,SC,CONWAY,335658,790631,WHMC,BLEDT20090622ADN,1312468,229.6,ND,31.8,61004,249.4,,
13,DT,US,SC,FLORENCE,342204,791921,WBTW,BLCDT20090612AIR,1316020,598,ND,31.6,66407,629,,
16,DT,US,SC,FLORENCE,342202,791949,WPDE-TV,BLCDT20080815ABI,1260002,600,DA,421,17012,630.6,0,85493
21,DT,US,SC,FLORENCE,342202,791949,WWMB,BLCDT20090619ACJ,1317296,581,DA,400,3133,611.6,0,87879
45,DT,US,SC,FLORENCE,341648,794435,WJPM-TV,BLEDT20090622ADM,1312470,242.4,ND,109,61008,273.8,,
9,DT,US,SC,GREENVILLE,345629,822438,WNTV,BLEDT20100628BQF,1369502,377.5,DA,102,61010,683.9,0,97513
16,DT,US,SC,GREENVILLE,345626,822441,WGGS-TV,BLCDT20130925AJI,1574828,354,DA,550,9064,660.1,0,113715
21,DT,US,SC,GREENVILLE,351056,824056,WHNS,BLCDT20100430ADX,1393446,762,DA,400,72300,1527.5,0,88301
36,DT,US,SC,GREENVILLE,350643,823624,WYFF,BLCDT20090901ACV,1329058,596,ND,1000,53905,1195,,
18,DT,US,SC,GREENWOOD,342219,821005,WNEH,BLEDT20090622ADL,1312472,229.7,ND,107,60931,411.8,,
28,DT,US,SC,HARDEEVILLE,320314,812101,WTGS,BPCDT20130501ADG,1552748,398,DA,1000,27245,405.4,0,113561
30,DC,US,SC,HILTON HEAD ISLAND,320917,804547,W30CV-D,BLDTL20110110AAR,1413826,0,ND,0.45,167324,18,,
8,DC,US,SC,MURRELLS INLET,333527,790255,WGSC-CD,BLDVA20111011AGC,1449811,0,DA,0.08,4349,256,300,106819
11,DC,US,SC,MURRELLS INLET,333527,790255,WGSI-CD,BLDVA20130603AZU,1552030,0,DA,3,4350,256.1,135,109549
18,DT,US,SC,MYRTLE BEACH,341119,791100,WFXB,BLCDT20070205ACJ,1169590,459,DA,1000,9054,481.2,0,78333
32,DT,US,SC,MYRTLE BEACH,334350,790432,WMBF-TV,BLCDT20091105AAP,1340444,183,DA,530,83969,190.5,0,88936
15,DT,US,SC,ROCK HILL,345023,810107,WNSC-TV,BLEDT20060111AAK,1107473,211.6,DA,403,61009,384.5,0,67767
39,DT,US,SC,ROCK HILL,352144,810919,WMYT-TV,BLCDT20090619ACX,1318118,571,ND,225,20624,807.8,,
7,DT,US,SC,SPARTANBURG,351012,821727,WSPA-TV,BLCDT20090918ACF,1333198,667,ND,25.7,66391,1107.3,,
43,DT,US,SC,SPARTANBURG,345311,814916,WRET-TV,BLEDT20090622ADJ,1312475,302.1,ND,106,61011,501.3,,
28,DT,US,SC,SUMTER,335251,801615,WRJA-TV,BLEDT20040805ABA,1003421,364,ND,98.4,61012,397,,
39,DT,US,SC,SUMTER,340658,804551,WKTC,BLCDT20071022BDD,1165147,391,DA,500,40902,476.3,0,66995
9,DT,US,SD,ABERDEEN,450623,975357,KABY-TV,BLCDT20090223ABF,1423781,427,ND,19.4,48659,922.7,,
17,DT,US,SD,ABERDEEN,452954,974028,KDSD-TV,BLEDT20110816AAM,1440277,349,DA,37.8,61064,871,270,90196
8,DT,US,SD,BROOKINGS,442016,971342,KESD-TV,BLEDT20090527AGV,1313255,229,ND,15,61067,763.9,,
13,DT,US,SD,EAGLE BUTTE,450314,1021547,KPSD-TV,BLEDT20081209AED,1282881,516,ND,27,61071,1296.4,,
3,DT,US,SD,FLORENCE,445756,973522,KDLO-TV,BLCDT20090619ABC,1316030,513.3,ND,14.4,41975,1066.2,,
12,DT,US,SD,HURON,441139,981905,KTTM,BLCDT20081204AFD,1281913,257,ND,12.6,28501,653.8,,
5,DT,US,SD,LEAD,441930,1035014,KIVV-TV,BLCDT20090612AAF,1429080,561,ND,9.2,34348,2281,,
10,DT,US,SD,LEAD,441936,1035012,KHSD-TV,BLCDT20050825ABN,1074762,576,ND,34.8,17686,2298,,
11,DT,US,SD,LOWRY,451638,995910,KQSD-TV,BLEDT20090527AGY,1313309,312.7,ND,33.7,61063,905.2,,
8,DT,US,SD,MARTIN,432559,1013316,KZSD-TV,BLEDT20090527AGU,1363931,266,ND,44.7,61062,1133.3,,
26,DT,US,SD,MITCHELL,434533,982444,KDLV-TV,BLCDT20081016ADD,1270508,315,ND,1000,55375,756.3,,
10,DT,US,SD,PIERRE,435805,993540,KTSD-TV,BLEDT20090527AGT,1363939,487.7,ND,54.7,61066,1012.4,,
19,DT,US,SD,PIERRE,440307,1000503,KPRY-TV,BLCDT20080806AAT,1261045,347,ND,311,48660,915.8,,
2,DT,US,SD,RAPID CITY,440407,1031503,KOTA-TV,BLCDT20131125BLC,1601168,216,ND,18.2,17688,1325,,
7,DT,US,SD,RAPID CITY,440400,1031501,KEVN-TV,BLCDT20090612AAE,1429074,204,ND,43.5,34347,1312,,
16,DT,US,SD,RAPID CITY,440413,1031501,KCLO-TV,BLCDT20060207ABK,1111265,154,DA,150,41969,1266,0,68112
21,DT,US,SD,RAPID CITY,440533,1031453,KNBN,BLCDT20090206ACK,1292225,210.8,ND,50,81464,1301,,
26,DT,US,SD,RAPID CITY,440308,1031434,KBHE-TV,BLEDT20081121AKE,1279203,191.7,ND,79.1,61068,1280.7,,
13,DT,US,SD,RELIANCE,435427,994146,KPLO-TV,BLCDT20131113AIL,1588014,306.3,DA,46.9,41964,844.9,0,111602
7,DT,US,SD,SIOUX FALLS,433019,963419,KTTW,BLCDT20081104AGG,1275636,217.6,DA,7.5,28521,645.9,280,84679
11,DT,US,SD,SIOUX FALLS,433107,963205,KELO-TV,BLCDT20090619AAZ,1316025,610,ND,30,41983,1040,,
13,DT,US,SD,SIOUX FALLS,433107,963205,KSFY-TV,BLCDT20090223ABE,1423786,610,ND,22.7,48658,1039.8,,
24,DT,US,SD,SIOUX FALLS,433428,963919,KCSD-TV,BLEDT20081121AKM,1279177,75,ND,80.9,60728,512,,
36,DT,US,SD,SIOUX FALLS,433019,963419,KWSD,BLCDT20100201AFD,1354395,229.7,DA,36.9,29121,658,0,97392
47,DT,US,SD,SIOUX FALLS,433018,963322,KDLT-TV,BLCDT20050829AAT,1081108,608,DA,1000,55379,1033.9,0,70681
34,DT,US,SD,VERMILLION,430301,964701,KUSD-TV,BLEDT20100310ABZ,1359528,234,ND,277,61072,648.3,,
18,DC,US,TN,ADAMSVILLE,351405,882235,W18BL-D,BLDTA20110429ABP,1425530,0,DA,15,68911,203,110,23503
9,DC,US,TN,"BRISTOL,VA/KINGSPORT",362554,820815,WOPI-CA,BDFCDVA20130912AAP,1573012,0,DA,3,27490,1295,0,116413
36,DC,US,TN,"BRISTOL,VA/KINGSPORT",362554,820815,WAPK-CA,BDFCDTA20130912AAL,1573001,0,DA,15,77677,1320,290,116412
9,DT,US,TN,CHATTANOOGA,350938,851906,WTVC,BLCDT20090914ABU,1336996,322,DA,45,22590,707,40,86827
12,DT,US,TN,CHATTANOOGA,350806,851925,WDEF-TV,BLCDT20090225ABO,1297136,384,ND,26,54385,767,,
13,DT,US,TN,CHATTANOOGA,350940,851851,WRCB,BLCDT20110729ACZ,1428176,370,DA,111,59137,749,0,92256
29,DT,US,TN,CHATTANOOGA,351226,851652,WTCI,BLEDT20060629ACO,1134125,336,ND,200,65667,738.3,,
40,DT,US,TN,CHATTANOOGA,351234,851639,WDSI-TV,BLCDT20051011ABS,1091325,350,DA,84,71353,748.5,130,68567
44,DC,US,TN,CHATTANOOGA,351226,851652,WYHB-CD,BLDTL20100301ACG,1358580,0,DA,15,167588,671,0,97660
25,CA,US,TN,CLEVELAND,350805,843721,WPDP-LP,BLTTL19990810JD,287785,0,DA,2.1,52078,718,270,16599
27,CA,US,TN,CLEVELAND,351203,845302,WTNB-CA,BLTT19971027JD,256100,0,DA,5.88,49240,379,25,16237
42,DT,US,TN,CLEVELAND,351234,851639,WFLI-TV,BLCDT20050808AGH,1077069,333,DA,500,72060,733.5,0,67273
22,DT,US,TN,COOKEVILLE,361026,852037,WCTE,BLEDT20110413ACS,1439718,425,DA,200,69479,844.7,0,106300
36,DT,US,TN,COOKEVILLE,361604,864744,WNPX-TV,BLCDT20040401ANA,987247,428.7,DA,733,28468,612.6,180,64292
20,DT,US,TN,CROSSVILLE,360633,842017,WBXX-TV,BLCDT20090619ABD,1318470,735,ND,652,72971,1217.8,,
18,DC,US,TN,GREENEVILLE,360124,824256,WAPG-CD,BLDTA20110927ACT,1444323,0,DA,2.2,77678,1485.16,0,101154
38,DT,US,TN,GREENEVILLE,362658,820629,WEMT,BLCDT20111130IDH,1473295,721,DA,1000,40761,1366,0,93047
33,DT,US,TN,HENDERSONVILLE,361605,864745,WPGD-TV,BMLCDT20131125BGF,1599096,412,ND,1000,60820,595.7,,
39,DT,US,TN,JACKSON,354722,890614,WJKT,BLCDT20050323AER,1052258,296,ND,392,68519,399.2,,
43,DT,US,TN,JACKSON,353816,884133,WBBJ-TV,BLCDT20080414ABS,1242357,302,ND,1000,65204,439.7,,
23,DT,US,TN,JELLICO,360013,835634,WPXK-TV,BPCDT20120323AGX,1490787,529,ND,1000,52628,840.3,,
11,DT,US,TN,JOHNSON CITY,362555,820815,WJHL-TV,BLCDT20100910AAC,1398503,708,DA,34.5,57826,1332.1,0,95837
22,DC,US,TN,KINGSPORT,363136,823513,WKPT-CD,BLDTA20120420ACJ,1496922,0,ND,3.5,27502,772.9,,
27,DT,US,TN,KINGSPORT,362554,820815,WKPT-TV,BMLCDT20110914ABI,1443983,695,DA,200,27504,1318.7,0,69109
7,DT,US,TN,KNOXVILLE,360036,835557,WKNX-TV,BLCDT20040810ABE,1006469,382,DA,55,83931,693,0,66337
10,DT,US,TN,KNOXVILLE,360019,835623,WBIR-TV,BLCDT20090619ADG,1318416,546,ND,40.9,46984,856,,
17,DT,US,TN,KNOXVILLE,355944,835723,WKOP-TV,BLEDT20040405ACC,987909,551.3,ND,100,18267,857.7,,
26,DT,US,TN,KNOXVILLE,360013,835634,WATE-TV,BMLCDT20041203AEG,1030028,529.2,DA,930,71082,840,0,42892
30,DT,US,TN,KNOXVILLE,355944,835723,WVLT-TV,BLCDT20120103ABR,1480977,551.3,ND,870,35908,857.7,,
34,DT,US,TN,KNOXVILLE,360013,835634,WTNZ,BMLCDT20040706ABG,1000463,529,DA,460,19200,837.7,0,41888
44,DT,US,TN,LEBANON,360913,862246,WJFB,BLCDT20070813ABW,1198166,161,DA,1000,7651,344,0,86478
47,DT,US,TN,LEXINGTON,354212,883610,WLJT-DT,BLEDT20131112BLI,1533929,205,ND,285,71645,346.9,,
5,DT,US,TN,MEMPHIS,351009,895310,WMC-TV,BLCDT20090622ABL,1318627,308,ND,34.5,19184,394,,
13,DT,US,TN,MEMPHIS,351029,895043,WHBQ-TV,BLCDT20100917AAC,1423079,305,DA,95,12521,393,0,87271
23,DT,US,TN,MEMPHIS,351234,894901,WTWV,BLEDT20090619AAW,1318316,261,DA,1000,81692,349,0,91069
25,DT,US,TN,MEMPHIS,351633,894638,WATN-TV,BLCDT20050628AAP,1068850,340,DA,1000,11907,432.2,0,69726
28,DT,US,TN,MEMPHIS,351052,894956,WREG-TV,BLCDT20050513AAE,1077877,313,ND,906,66174,402,,
29,DT,US,TN,MEMPHIS,350916,894920,WKNO,BLEDT20060627ABE,1134323,320.2,ND,835,42061,413.2,,
31,DT,US,TN,MEMPHIS,351633,894638,WLMT,BLCDT20050427ABN,1178875,340,DA,871,68518,432.2,0,70017
44,DC,US,TN,MEMPHIS,350837,900310,WBXP-CD,BDCCDTL20110901ABJ,1442567,0,ND,10,189858,168.6,,
50,DC,US,TN,MEMPHIS,351633,894638,W50EA-D,BLDTL20101014AAU,1403174,0,ND,15,168014,426.2,,
51,DT,US,TN,MEMPHIS,351241,894854,WPXX-TV,BLCDT20020430ACC,601734,298,ND,1000,21726,386,,
11,CA,US,TN,MURFREESBORO,355026,862327,WETV-LP,BLTVL20000203AAU,433011,0,DA,0.061,10324,274,50,22428
38,DT,US,TN,MURFREESBORO,360458,862552,WHTN,BLCDT20060627AAY,1129456,250,DA,1000,11117,433,0,32815
8,DT,US,TN,NASHVILLE,360249,864949,WNPT,BLEDT20090622AEX,1318082,390,ND,17.6,41398,591,,
10,DT,US,TN,NASHVILLE,360827,865156,WSMV-TV,BPCDT20110630AAE,1432816,413,ND,60,41232,589.7,,
15,DT,US,TN,NASHVILLE,361550,864739,WZTV,BLCDT20050309ACM,1048779,411,DA,1000,418,593,0,39931
21,DT,US,TN,NASHVILLE,361550,864739,WUXP-TV,BLCDT20060414AAU,1121741,413,DA,1000,9971,595.2,0,39919
23,DT,US,TN,NASHVILLE,361550,864739,WNAB,BLCDT20040712AAO,997752,367,DA,350,73310,550.2,0,65623
25,DT,US,TN,NASHVILLE,361605,864716,WTVF,BLCDT20120913AAW,1512862,428,DA,1000,36504,616,0,110737
27,DT,US,TN,NASHVILLE,360250,864949,WKRN-TV,BLCDT20090624ABO,1318512,411,ND,1000,73188,612,,
31,DC,US,TN,NASHVILLE,360949,864645,WJDE-LD,BLDTA20110627AAU,1415279,0,DA,5.3,61026,311.1,0,23503
41,DT,US,TN,SNEEDVILLE,362252,831049,WETP-TV,BLEDT20050916AAX,1083505,566.6,DA,445,18252,981.6,0,41583
48,DT,US,TN,TAZEWELL,361530,833743,WVLR,BLCDT20090507ACB,1291585,430,DA,1000,81750,829,0,89537
26,DC,US,TN,UNION CITY,362646,890212,WUWT-CD,BLDTA20120625ACG,1504982,0,DA,15,32216,203.1,0,20433
15,DT,US,TX,ABILENE,321631,993523,KXVA,BLCDT20110520ADO,1428359,299,DA,31,62293,900,0,105124
24,DT,US,TX,ABILENE,321638,993551,KTAB-TV,BLCDT20070831AAJ,1201276,258,ND,1000,59988,862,,
29,DT,US,TX,ABILENE,321638,993551,KRBC-TV,BLCDT20070831AAK,1201277,258,DA,1000,306,862,0,77885
36,DT,US,TX,ALVIN,293415,953037,KFTH-DT,BLCDT20050527BEM,1064245,579,DA,1000,60537,597.9,0,43470
7,DT,US,TX,AMARILLO,352230,1015256,KVII-TV,BLCDT20090612AHC,1317308,519,ND,21.9,40446,1525,,
9,DT,US,TX,AMARILLO,352033,1014921,KACV-TV,BLEDT20111222AXJ,1469162,398,ND,30,1236,1433.4,,
10,DT,US,TX,AMARILLO,351734,1015042,KFDA-TV,BLCDT20111114BLB,1460267,466,ND,62,51466,1525,,
15,DT,US,TX,AMARILLO,352033,1014921,KCIT,BLCDT20080519ABV,1275571,464,DA,925,33722,1492,0,97750
19,DT,US,TX,AMARILLO,352033,1014921,KAMR-TV,BLCDT20080519ACZ,1246428,455.2,ND,400,8523,1490,,
42,DT,US,TX,ARLINGTON,323236,965732,KPXD-TV,BLCDT20091022ACM,1338278,495,DA,1000,68834,698,0,87520
7,DT,US,TX,AUSTIN,301835,974734,KTBC,BLCDT20100122ACM,1423056,383,DA,98.6,35649,599.2,224,87182
19,DC,US,TX,AUSTIN,301910,974806,KGBS-LD,BDCCDTL20080918AHK,1263813,0,DA,15,167842,423,0,89449
21,DT,US,TX,AUSTIN,301933,974758,KXAN-TV,BLCDT20050630AAG,1069662,395.4,ND,700,35920,613.4,,
22,DT,US,TX,AUSTIN,301919,974812,KLRU,BLEDT20040305ACK,981370,357.5,ND,700,8564,597.3,,
23,DC,US,TX,AUSTIN,301923,974759,KXLK-CA,BMPDTA20120215AAT,1487660,0,ND,15,48836,567.9,,
33,DT,US,TX,AUSTIN,301918,974811,KVUE,BLCDT20050624AAI,1069789,376,ND,1000,35867,597.2,,
36,DC,US,TX,AUSTIN,301933,974758,KTFO-CD,BLDTA20100609AGZ,1373161,0,ND,15,35882,597,,
43,DT,US,TX,AUSTIN,301918,974811,KEYE-TV,BLCDT20031001BGN,690408,395,DA,1000,33691,616,0,60307
49,DT,US,TX,AUSTIN,301933,974758,KNVA,BLCDT20080808ACP,1260424,396,ND,500,144,613,,
51,DC,US,TX,AUSTIN,301933,974758,KBVO-CD,BLDTA20091113AAX,1340868,0,DA,0.075,35918,564,0,16707
45,DC,US,TX,BASTROP,300859,971315,KHPB-CA,BDFCDTA20120514ADM,1498285,0,DA,0.158,35912,266.8,0,16531
41,DT,US,TX,BAYTOWN,293415,953037,KUBE-TV,BLCDT20081016ACF,1273048,580,DA,1000,70492,598.6,0,88732
12,DT,US,TX,BEAUMONT,301126,935308,KBMT,BLCDT20090610ACH,1316510,305,ND,18.2,10150,311,,
25,DT,US,TX,BEAUMONT,300824,935844,KFDM,BLCDT20110513ABB,1426747,275,ND,350,22589,280,,
33,DT,US,TX,BEAUMONT,301041,935426,KITU-TV,BLEDT20110415ABG,1424068,312,DA,1000,12896,320,0,102629
9,DC,US,TX,BEEVILLE-REFUGIO,282319,972818,K09YZ-D,BDCCDVL20061026AAQ,1155599,0,ND,0.3,168408,138,,
46,DT,US,TX,BELTON,305908,973750,KNCT,BLEDT20100322ACY,1359913,392,ND,500,9754,622.6,,
33,DT,US,TX,BIG SPRING,321655,1012934,KWAB-TV,BLCDT20090818AAN,1327977,83.3,DA,33.5,42008,862.6,0,93177
18,DT,US,TX,BLANCO,294148,983045,KNIC-DT,BLCDT20091019ADG,1338040,200,DA,1000,125710,551.1,0,87498
31,DT,US,TX,BORGER,352033,1014920,KEYU,BLCDT20130815AAW,1548873,305,DA,700,83715,1340,115,111098
20,CA,US,TX,BROWNSVILLE,255749,973111,KXFX-CA,BLTTL19990218JC,282115,0,DA,9,32179,149,170,16834
24,DT,US,TX,BROWNSVILLE,260601,975020,KVEO-TV,BLCDT20050630AGL,1068835,445,DA,1000,12523,463.3,0,39305
28,DT,US,TX,BRYAN,304118,962535,KYLE-TV,BLCDT20090612ABZ,1316617,220,DA,50,60384,311,0,92857
40,DC,US,TX,BRYAN,304526,962804,KRHD-CD,BLDTA20100520AAO,1370050,0,DA,15,68538,240.2,172,95901
50,DT,US,TX,BRYAN,303316,960151,KBTX-TV,BLCDT20090309ABZ,1288363,507.2,DA,1000,6669,595.9,0,86923
12,DT,US,TX,COLLEGE STATION,303747,962033,KAMU-TV,BLEDT20030319AFB,630467,105,DA,3.2,65301,201,0,59150
32,DT,US,TX,CONROE,293415,953037,KPXB-TV,BLCDT20090612AHP,1317827,579,DA,1000,58835,597.9,0,87478
42,DT,US,TX,CONROE,293344,953035,KTBU,BLCDT20050103AJA,1034502,597,DA,1000,28324,615.8,0,43288
8,DT,US,TX,CORPUS CHRISTI,273930,973604,KIII,BLCDT20060710ACO,1132858,269,DA,160,10188,282,0,65123
10,DT,US,TX,CORPUS CHRISTI,274228,973759,KZTV,BLCDT20100111ADU,1352836,289.8,DA,39,33079,305.4,0,95989
13,DT,US,TX,CORPUS CHRISTI,274429,973609,KRIS-TV,BLCDT20060628ABC,1135445,239.6,DA,46.1,25559,254.9,0,71769
22,DC,US,TX,CORPUS CHRISTI,274429,973609,K22JA-D,BLDTL20120103ABS,1481006,0,ND,15,168406,69,,
23,DT,US,TX,CORPUS CHRISTI,273920,973355,KEDT,BLEDT20081016ABR,1275064,273,DA,50,58408,285,0,85421
27,DT,US,TX,CORPUS CHRISTI,274228,973759,KORO,BLCDT20060626ACE,1135620,287.3,DA,1000,64877,302.9,0,38420
38,DT,US,TX,CORPUS CHRISTI,274532,973626,KUQI,BLCDT20090612AFW,1317481,247,DA,50,82910,260.6,0,90453
41,CA,US,TX,CORPUS CHRISTI,274747,972348,KCRP-CA,BLTTL20001117ABY,537878,0,DA,12.1,48833,107,315,16237
45,CA,US,TX,CORPUS CHRISTI,274746,972347,KXCC-CA,BLTTL19931126JE,192303,0,ND,12.8,48834,94,,
8,DT,US,TX,DALLAS,323506,965841,WFAA,BLCDT20110110AAH,1413527,510,DA,55,72054,703.5,0,102716
14,DT,US,TX,DALLAS,323236,965732,KERA-TV,BPEDT20130528ALD,1555328,514.4,DA,975,49324,717.5,0,113863
32,DT,US,TX,DALLAS,323235,965732,KDAF,BLCDT20010606ABJ,1061228,537,DA,780,22201,738.2,0,36873
35,DT,US,TX,DALLAS,323506,965841,KDFW,BLCDT20090508AAB,1423015,510,DA,1000,33770,702.5,0,87034
36,DT,US,TX,DALLAS,323236,965732,KDFI,BLCDT20081027AAS,1274876,495,DA,1000,17037,697.1,0,88398
40,DT,US,TX,DALLAS,323507,965806,KXTX-TV,BLCDT20021106ABR,617615,494,ND,1000,35994,684,,
44,DC,US,TX,DALLAS,324648,964814,KLEG-CD,BLDTA20110217ACF,1417803,0,ND,15,16930,414,,
45,DT,US,TX,DALLAS,323236,965732,KDTX-TV,BLCDT20041105AON,1020141,494,DA,1000,67910,697.1,0,65026
30,DT,US,TX,DECATUR,323519,965805,KMPX,BLCDT20060317AGE,1119563,544.1,DA,1000,73701,735.5,0,65411
28,DT,US,TX,DEL RIO,292039,1005139,KYVV-TV,BLCDT20110527AKP,1428348,100,DA,1000,55762,408,0,106518
43,DT,US,TX,DENTON,323235,965732,KDTN,BLEDT20040301AAH,980150,494.2,DA,1000,49326,697.3,0,64993
24,DT,US,TX,EAGLE PASS,284332,1002835,KVAW,BPCDT20080402AAG,1443390,73,ND,50,32621,318,,
13,DT,US,TX,EL PASO,314715,1062847,KCOS,BLEDT20110620AHQ,1432098,259,ND,42,19117,1500,,
15,DT,US,TX,EL PASO,314855,1062920,KFOX-TV,BLCDT20051103AAE,1092992,602,DA,1000,33716,1854,0,68879
16,DT,US,TX,EL PASO,314819,1062859,KTSM-TV,BPCDT20110509ACB,1431952,577,DA,463,67760,1819,180,105406
17,DT,US,TX,EL PASO,314819,1062859,KVIA-TV,BPCDT20110825AAK,1441114,577,DA,263,49832,1819,180,106329
18,DT,US,TX,EL PASO,314746,1062857,KDBC-TV,BLCDT20090713ABW,1320166,467,DA,414,33764,1705,0,91152
25,DT,US,TX,EL PASO,314746,1062857,KINT-TV,BLCDT20061117ABX,1433060,439.1,DA,1000,51708,1681.3,0,77055
39,DT,US,TX,EL PASO,314819,1062859,KSCE,BLEDT20101008AAQ,1359601,557,DA,150,10202,1799,50,87577
51,DT,US,TX,EL PASO,314819,1062859,KTFN,BLCDT20120214ABE,1487808,525,DA,250,68753,1767,0,96420
18,DT,US,TX,FARWELL,342621,1031222,KPTF-DT,BLCDT20090612AEB,1420129,112,DA,50,81445,1423.7,0,85180
9,DT,US,TX,FORT WORTH,323519,965805,KFWD,BPCDT20120405ACC,1494924,546,DA,55,29015,736.8,0,108937
19,DT,US,TX,FORT WORTH,323236,965732,KTVT,BLCDT20121115ABM,1527712,533.9,ND,1000,23422,737,,
29,DT,US,TX,FORT WORTH,323236,965732,KTXA,BLCDT20110127AAG,1415252,533.9,ND,1000,51517,737,,
41,DT,US,TX,FORT WORTH,323507,965806,KXAS-TV,BLCDT19981125KG,277638,506,ND,891,49330,696,,
47,DC,US,TX,FORT WORTH,324501,972003,KUVN-CA,BDISDTA20080804AFA,1261707,0,DA,0.19,5319,361.6,270,24199
5,DT,US,TX,FREDERICKSBURG,300813,983635,KCWX,BLCDT20090709AEQ,1320666,412,ND,23.7,24316,915,,
44,CA,US,TX,FREDERICKSBURG,301535,985313,KHPF-CA,BLTTA20021004AAC,612410,0,DA,9,35923,626,0,16237
23,DT,US,TX,GALVESTON,293415,953037,KLTJ,BLEDT20110127ACD,1318116,579,DA,350,24436,597.4,0,89138
48,DT,US,TX,GALVESTON,293415,953037,KTMD,BLCDT20040325AEO,1005547,597.1,DA,1000,64984,616.2,0,43454
23,DT,US,TX,GARLAND,323521,965812,KUVN-DT,BLCDT20110919ACP,1444947,517,DA,1000,35841,709,0,106662
28,DC,US,TX,GEORGETOWN,303604,973934,KHPX-CA,BDFCDTA20120515AAX,1498328,0,DA,0.18,35911,395.1,300,16981
46,DT,US,TX,GREENVILLE,323236,965732,KTXD-TV,BLCDT20040414ACS,989196,496,DA,600,42359,697.1,0,60867
31,DT,US,TX,HARLINGEN,260856,974918,KGBT-TV,BLCDT20030619ABF,667831,368,DA,1000,34457,383,0,44581
34,DT,US,TX,HARLINGEN,261300,974648,KLUJ-TV,BLEDT20070402KPK,1179816,283,DA,45,12913,298,0,71037
38,DT,US,TX,HARLINGEN,260714,974918,KMBH,BLEDT20031023ABO,691958,345.5,DA,1000,56079,360.3,0,46306
8,DT,US,TX,HOUSTON,293428,952937,KUHT,BLEDT20110718ACN,1431624,566,DA,64.6,69269,585,0,101219
11,DT,US,TX,HOUSTON,293340,953004,KHOU,BLCDT20120620ACK,1503841,593,DA,60,34529,612,0,93628
13,DT,US,TX,HOUSTON,293427,952937,KTRK-TV,BLCDT20090612AAS,1317650,588,ND,32.4,35675,607.1,,
19,DT,US,TX,HOUSTON,293344,953035,KTXH,BLCDT20090804ABC,1325753,596,DA,1000,51569,614.8,0,87337
24,DT,US,TX,HOUSTON,293415,953037,KETH-TV,BLEDT20101019ABX,1354719,580,DA,1000,12895,597.4,0,87919
26,DT,US,TX,HOUSTON,293428,952937,KRIV,BLCDT20111212AHM,1468750,598,DA,800,22204,617,0,107030
28,DC,US,TX,HOUSTON,293415,953037,KUGB-CD,BLDTA20120801ALF,1508771,0,DA,15,66790,506,92,108855
